9.036985913851998398e-03,-1.476635589394944756e-02,3.287506254939663933e-03
9.643479987950029017e-03,-1.515831449035581410e-02,3.005847284869876679e-03
9.471720925448491590e-03,-1.514257961395523884e-02,2.272745456724847672e-03
1.006870478806224690e-02,-1.497259123931543937e-02,1.411912554475115971e-03
1.104802383845711680e-02,-1.359736454130055713e-02,-1.780870475069396518e-03
1.123420481933122723e-02,-1.228789312191269634e-02,-4.508214081858508658e-03
1.102618132944316841e-02,-1.194468854981182472e-02,-5.384941028765193212e-03
1.119426018037563905e-02,-1.161105093664623576e-02,-5.892130684095591570e-03
1.108425119712177706e-02,-1.143150763291401507e-02,-6.238365151009550406e-03
1.112668869921903600e-02,-1.140828967798372846e-02,-6.260100459708187529e-03
1.113536068135396843e-02,-1.130435072671392115e-02,-6.341544243955872170e-03
1.003421749030077720e-02,-1.134415407748242191e-02,-6.510174207114314063e-03
9.490374796054308615e-03,-1.114710351191149258e-02,-6.765490212177878437e-03
7.784345700691447378e-03,-1.113523601344572692e-02,-7.007322870080966333e-03
2.424536038913710934e-03,-1.012077836791967778e-02,-7.451161371965474463e-03
-4.090359864108742902e-03,-7.911761320073779774e-03,-6.390537692542225777e-03
-6.066653181532355964e-03,-6.604718144599686265e-03,-6.650973763794596275e-03
-7.093828079274070754e-03,-6.182706450493037457e-03,-6.490491141613088585e-03
-7.815076802472259443e-03,-5.399793336937833491e-03,-6.402203214493175365e-03
-7.973595403110784324e-03,-4.611295239388981358e-03,-6.478507460325991403e-03
-9.130978551220745795e-03,-3.247871847578883645e-03,-6.167310146530506111e-03
-9.883230751056846716e-03,-1.782454459748530201e-03,-6.113495772175552706e-03
-1.028065019755069857e-02,-1.157530621038841160e-03,-5.977277688742398641e-03
-1.096178185001272544e-02,-1.534182169848853552e-04,-5.643175785167256139e-03
-1.133825862752386657e-02,3.832660184537663465e-04,-5.339721874952190958e-03
-1.215287148741034037e-02,1.346473275576540694e-03,-4.768954944676792249e-03
-1.268226626429371472e-02,1.908182534216765029e-03,-4.186628542621762157e-03
-1.308967139686003853e-02,2.089857467287096690e-03,-3.761754230702105389e-03
-1.408856211665872674e-02,3.024289683917233060e-03,-2.622864111687239243e-03
-1.493428510462327732e-02,3.533920800944560098e-03,-1.592913860395159037e-03
-1.415311129616518560e-02,3.432013053794794391e-03,-1.981938341593588414e-03
-1.425458587420893458e-02,2.074169873316074678e-03,-1.474346036491441239e-03
-1.457432811100588081e-02,1.967247764544113008e-03,-1.053654483557469029e-03
-1.530108545565184858e-02,1.826486000844628832e-03,3.880955841546859710e-04
-1.464866328358692751e-02,2.367999882738308637e-03,-1.179618549452696565e-03
-1.468249353068855692e-02,3.121054827025133548e-03,-1.495796802462377988e-03
-1.462139668561078000e-02,3.408266511356256023e-03,-1.868551414505928692e-03
6.841677015634379209e-03,-1.380256405158848676e-02,4.116545884228943637e-03
8.362218150944010150e-03,-1.348291921903363444e-02,3.093824558688670207e-03
1.015920548450729814e-02,-1.317602634163837251e-02,1.681276607097507893e-03
1.020167182384546650e-02,-1.248877225482579456e-02,-1.527397981038974395e-04
1.081634961051201015e-02,-1.193914603014189363e-02,-1.543128564676522719e-03
1.101751527763606721e-02,-1.120236928894369904e-02,-3.410936110620467910e-03
1.145998669535011963e-02,-1.102926144969549292e-02,-4.209610571200840881e-03
1.239828375557325453e-02,-1.083052331849351270e-02,-5.111619865724695462e-03
1.316626848744710185e-02,-1.062310910371259617e-02,-5.787290012820394541e-03
1.312078475101817465e-02,-1.046858533402658144e-02,-6.158531043250058123e-03
1.332473749383022293e-02,-1.024765801698907138e-02,-6.566261503950108526e-03
1.255625903995837879e-02,-9.569868060868883322e-03,-7.545970758807328538e-03
1.269904759047153428e-02,-8.601659944322187501e-03,-8.389690758013074179e-03
1.207749113024090409e-02,-8.180133835546053375e-03,-9.043236673503726383e-03
1.238339973152506601e-02,-6.868606477235656566e-03,-9.954301785380998552e-03
1.230109238761795468e-02,-4.715519812690082378e-03,-1.139202066171137590e-02
1.187124860251784035e-02,-3.452041618608355823e-03,-1.207140885694751517e-02
1.180266713571850520e-02,-2.932790936909070081e-03,-1.226098524984814246e-02
1.138220876783139004e-02,-2.128857987867173104e-03,-1.256842415475709768e-02
1.090265314467705159e-02,-1.647712044148539386e-03,-1.277970107275224268e-02
9.351675302341440343e-03,-5.889765437964233170e-04,-1.313125361410413458e-02
7.263529590109700160e-03,8.536426518627407032e-04,-1.348407664885377041e-02
6.704180406015555933e-03,1.502881071757554074e-03,-1.356121309299182856e-02
5.084396288929022775e-03,1.920907577786718553e-03,-1.333812835829657761e-02
5.277676857467152212e-03,3.310968724399590730e-03,-1.301917930618986738e-02
6.005117452414117374e-03,4.940990823694919702e-03,-1.299448959787512584e-02
5.248131661911698692e-03,6.888233489835166035e-03,-1.269334398161883065e-02
3.582300383394759150e-03,8.202807827683272074e-03,-1.223396801628191810e-02
